,student_id,city,city_development_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,job_change
2434,9376,city_28,0.939,,True,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,never,109,False
2446,6852,city_116,0.743,Male,True,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,42,False
2453,27015,city_65,0.802,Male,True,no_enrollment,Graduate,STEM,16,5000-9999,Pvt Ltd,1,107,False
2460,1562,city_21,0.624,Male,False,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,>4,23,False
2461,9583,city_21,0.624,Male,True,no_enrollment,Masters,STEM,17,5000-9999,Pvt Ltd,>4,67,False
2462,15600,city_50,0.896,Male,True,no_enrollment,Masters,STEM,15,5000-9999,Pvt Ltd,>4,43,False
2463,28097,city_103,0.92,Female,True,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,2,320,False
2483,11507,city_114,0.926,Male,False,Full time course,High School,,10,5000-9999,Pvt Ltd,1,65,False
2500,25649,city_114,0.926,Male,True,no_enrollment,Phd,STEM,>20,10000+,Pvt Ltd,>4,58,False
2516,1761,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,64,False
2535,1585,city_16,0.91,Male,True,no_enrollment,Masters,STEM,16,1000-4999,Pvt Ltd,2,104,False
2552,3247,city_100,0.887,,True,no_enrollment,Masters,STEM,19,1000-4999,Pvt Ltd,,104,False
2554,27741,city_103,0.92,,True,no_enrollment,Graduate,STEM,13,1000-4999,Pvt Ltd,1,70,False
2559,32175,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,38,False
2584,5537,city_83,0.923,Other,True,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,4,30,False
2586,1535,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,18,5000-9999,Pvt Ltd,4,160,False
2592,4020,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,54,False
2606,19330,city_75,0.939,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,20,False
2607,2355,city_114,0.926,Male,True,no_enrollment,Graduate,STEM,10,5000-9999,NGO,4,4,False
2624,31394,city_103,0.92,Male,True,no_enrollment,Phd,STEM,>20,10000+,Public Sector,1,33,False
2625,26123,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,2,25,False
2629,746,city_103,0.92,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,2,7,False
2656,2290,city_114,0.926,Male,True,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,2,5,False
2658,5682,city_114,0.926,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,328,False
2661,21043,city_73,0.754,,True,no_enrollment,High School,,>20,10000+,Public Sector,2,116,False
2676,6623,city_114,0.926,,True,no_enrollment,Masters,STEM,16,1000-4999,Pvt Ltd,4,15,False
2689,2573,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,69,False
2705,31623,city_23,0.899,Male,True,Full time course,Graduate,STEM,12,10000+,Pvt Ltd,2,69,False
2707,23882,city_114,0.926,Male,False,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,67,False
2714,10300,city_102,0.804,Male,False,no_enrollment,Masters,Business Degree,10,10000+,Public Sector,2,52,False
2721,13877,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,20,5000-9999,Pvt Ltd,2,42,False
2737,30872,city_83,0.923,Male,False,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,17,False
2759,19387,city_75,0.939,Male,True,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,1,34,False
2760,28471,city_103,0.92,Female,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,36,False
2764,30723,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,13,1000-4999,NGO,1,15,False
2798,27320,city_100,0.887,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,102,False
2814,23966,city_67,0.855,,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,17,False
2820,6945,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Public Sector,>4,94,False
2823,29985,city_103,0.92,Male,False,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,124,False
2824,20889,city_159,0.843,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,68,False
2825,13885,city_103,0.92,Male,True,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,1,22,False
2829,6318,city_67,0.855,Male,True,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,1,15,False
2841,30802,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,88,False
2854,21694,city_71,0.884,Female,True,Part time course,Graduate,STEM,>20,10000+,Pvt Ltd,>4,99,False
2857,16891,city_23,0.899,Male,True,Part time course,Graduate,STEM,16,10000+,Pvt Ltd,3,9,False
2865,671,city_114,0.926,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,20,False
2868,9374,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,55,False
2885,6629,city_116,0.743,Male,True,Full time course,High School,,10,1000-4999,Pvt Ltd,1,50,False
2890,22470,city_136,0.897,Male,True,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,>4,126,False
2892,31082,city_114,0.926,Male,False,Full time course,Masters,STEM,13,10000+,Public Sector,4,90,False
2898,18424,city_98,0.949,Male,False,no_enrollment,Masters,No Major,>20,5000-9999,Public Sector,3,22,False
2909,438,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,77,False
2932,11306,city_103,0.92,Male,True,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,2,3,False
2956,20172,city_160,0.92,Male,True,no_enrollment,Graduate,STEM,11,1000-4999,Pvt Ltd,>4,52,False
2972,33090,city_71,0.884,Male,True,Part time course,Graduate,STEM,12,10000+,,1,77,False
2977,31084,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,24,False
2983,15514,city_71,0.884,Male,True,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,1,6,False
2987,10826,city_28,0.939,Male,True,no_enrollment,Masters,STEM,12,10000+,Public Sector,>4,83,False
2992,16108,city_23,0.899,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,26,False
3001,29039,city_103,0.92,Male,False,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,32,False
3004,21298,city_103,0.92,Male,False,Full time course,Masters,STEM,14,10000+,Public Sector,2,52,False
3008,14163,city_103,0.92,,True,no_enrollment,High School,,15,10000+,Pvt Ltd,>4,45,False
3010,27941,city_103,0.92,,False,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,2,36,False
3012,18617,city_16,0.91,Other,True,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,1,33,False
3016,19664,city_10,0.895,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,30,False
3018,30594,city_160,0.92,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Other,>4,30,False
3025,27560,city_123,0.738,Male,True,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,1,53,False
3028,8508,city_116,0.743,Male,True,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,1,18,False
3031,4412,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,never,74,False
3048,7847,city_19,0.682,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,24,False
3055,12877,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,>4,88,False
3056,28342,city_103,0.92,,True,Part time course,Masters,STEM,15,1000-4999,Pvt Ltd,2,17,False
3058,29087,city_160,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,16,False
3061,21915,city_16,0.91,,True,no_enrollment,Phd,STEM,11,10000+,Pvt Ltd,>4,23,False
3071,25795,city_103,0.92,Male,False,no_enrollment,Graduate,STEM,>20,1000-4999,NGO,4,75,False
3074,17757,city_21,0.624,,True,no_enrollment,Masters,STEM,11,10000+,,1,16,False
3087,3653,city_16,0.91,Female,True,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,>4,52,False
3088,29987,city_67,0.855,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,70,False
3096,22871,city_131,0.68,Male,False,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,2,32,False
3105,28611,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,61,False
3120,2701,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,70,False
3124,24182,city_89,0.925,Female,True,no_enrollment,Masters,STEM,19,10000+,Pvt Ltd,never,24,False
3125,31755,city_16,0.91,Male,True,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,3,20,False
3145,28297,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,77,False
3160,16949,city_103,0.92,Male,True,no_enrollment,Masters,Humanities,20,1000-4999,NGO,>4,69,False
3165,27705,city_114,0.926,,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,never,57,False
3183,27696,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,56,False
3198,17946,city_136,0.897,Male,False,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,2,8,False
3200,29415,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,1,8,False
3204,27668,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,4,51,False
3223,49,city_103,0.92,Male,True,no_enrollment,Graduate,Arts,>20,10000+,Pvt Ltd,2,36,False
3229,8853,city_103,0.92,Female,False,Part time course,Masters,Humanities,>20,10000+,Pvt Ltd,>4,9,False
3242,32220,city_83,0.923,Male,True,no_enrollment,Masters,Other,18,10000+,,1,44,False
3259,16209,city_16,0.91,Male,True,no_enrollment,High School,,>20,10000+,Pvt Ltd,4,14,False
3269,24239,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,2,124,False
3275,17025,city_114,0.926,Male,True,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,1,3,False
3290,14846,city_67,0.855,,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,2,35,False
3293,28352,city_131,0.68,Male,True,no_enrollment,Masters,STEM,12,1000-4999,Pvt Ltd,1,21,False
3303,16243,city_21,0.624,Male,True,Full time course,Graduate,STEM,11,1000-4999,Pvt Ltd,1,134,False
3308,27956,city_16,0.91,Male,True,no_enrollment,High School,,17,10000+,Pvt Ltd,1,12,False
3316,4874,city_73,0.754,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,>4,28,False
3317,30799,city_46,0.762,,True,no_enrollment,Masters,STEM,18,1000-4999,Other,4,51,False
3334,19891,city_114,0.926,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,42,False
3350,18872,city_16,0.91,,True,Full time course,Graduate,STEM,10,10000+,Pvt Ltd,2,17,False
3360,2523,city_173,0.878,,False,no_enrollment,,,11,1000-4999,Pvt Ltd,>4,73,False
3372,3958,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,>4,166,False
3388,11175,city_12,0.64,Male,True,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,1,148,False
3393,26884,city_1,0.847,Male,True,no_enrollment,Graduate,STEM,15,10000+,,3,35,False
3404,7166,city_103,0.92,,False,no_enrollment,Graduate,STEM,18,10000+,Pvt Ltd,>4,32,False
3407,18025,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,20,False
3415,21693,city_71,0.884,Male,True,no_enrollment,Masters,STEM,13,1000-4999,Pvt Ltd,>4,36,False
3420,33046,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,57,False
3423,4469,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,2,11,False
3426,32926,city_104,0.924,Female,False,Part time course,Graduate,STEM,19,10000+,Pvt Ltd,4,81,False
3429,25382,city_21,0.624,Male,True,no_enrollment,Graduate,Other,10,10000+,Pvt Ltd,4,45,False
3449,9631,city_114,0.926,,True,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,never,62,False
3454,28301,city_160,0.92,Male,True,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,>4,161,False
3459,10666,city_114,0.926,Male,True,no_enrollment,Masters,No Major,19,10000+,Pvt Ltd,never,18,False
3471,8898,city_103,0.92,Male,True,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,4,31,False
3472,22735,city_126,0.479,,True,Full time course,Phd,STEM,>20,10000+,Pvt Ltd,>4,44,False
3480,32158,city_103,0.92,,True,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,3,81,False
3486,16340,city_65,0.802,,True,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,never,64,False
3490,2792,city_173,0.878,Male,True,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,44,False
3523,22347,city_103,0.92,,True,no_enrollment,Graduate,STEM,19,5000-9999,Pvt Ltd,1,44,False
3531,6960,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,>4,33,False
3544,25451,city_103,0.92,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,3,134,False
3554,5468,city_16,0.91,Female,False,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,47,False
3569,12679,city_16,0.91,Male,True,no_enrollment,Graduate,Business Degree,>20,10000+,Pvt Ltd,>4,57,False
3574,32707,city_103,0.92,Female,True,no_enrollment,Masters,STEM,>20,1000-4999,,1,28,False
3575,9293,city_165,0.903,,True,Full time course,Masters,STEM,15,10000+,Pvt Ltd,1,224,False
3586,10797,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,3,82,False
3597,890,city_160,0.92,Male,True,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,57,False
3598,25500,city_103,0.92,Male,True,no_enrollment,Masters,STEM,13,1000-4999,NGO,3,266,False
3599,29697,city_103,0.92,Male,False,no_enrollment,Graduate,Business Degree,>20,1000-4999,Pvt Ltd,1,48,False
3604,10018,city_103,0.92,Female,True,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,4,44,False
3605,28242,city_45,0.89,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,31,False
3608,20839,city_23,0.899,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,50,False
3636,10085,city_40,0.776,Male,True,Full time course,Graduate,STEM,10,1000-4999,Pvt Ltd,1,104,False
3637,9307,city_21,0.624,,True,no_enrollment,Masters,STEM,11,1000-4999,Pvt Ltd,2,158,False
3650,14087,city_103,0.92,Male,True,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,1,204,False
3653,26641,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,17,1000-4999,Pvt Ltd,4,192,False
3660,8577,city_173,0.878,,True,Part time course,Masters,STEM,17,1000-4999,Pvt Ltd,1,102,False
3664,26476,city_173,0.878,Male,True,no_enrollment,High School,,11,5000-9999,Pvt Ltd,3,178,False
3677,3572,city_41,0.827,Male,True,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,never,10,False
3684,1099,city_138,0.836,Male,True,Part time course,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,29,False
3690,32677,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,17,5000-9999,NGO,>4,148,False
3693,12324,city_103,0.92,Female,True,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,1,110,False
3707,11657,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,4,False
3708,3298,city_160,0.92,Male,True,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,184,False
3710,24896,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,22,False
3714,5721,city_61,0.913,,True,no_enrollment,Graduate,No Major,16,10000+,Public Sector,1,35,False
3717,1722,city_75,0.939,Male,True,no_enrollment,Graduate,STEM,14,5000-9999,Public Sector,1,44,False
3718,13063,city_114,0.926,Male,True,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,1,23,False
3739,11215,city_46,0.762,Male,True,Full time course,High School,,10,10000+,Other,1,43,False
3743,25437,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,1,46,False
3744,6163,city_104,0.924,Male,True,no_enrollment,Masters,STEM,16,10000+,NGO,1,37,False
3748,10375,city_103,0.92,Female,True,no_enrollment,Graduate,Humanities,>20,5000-9999,Pvt Ltd,2,55,False
3750,7404,city_104,0.924,Male,False,Full time course,Graduate,STEM,10,1000-4999,Public Sector,1,11,False
3766,29932,city_103,0.92,Female,True,no_enrollment,Masters,STEM,17,10000+,NGO,3,304,False
3769,29167,city_103,0.92,Male,True,no_enrollment,Masters,Other,>20,10000+,Pvt Ltd,2,96,False
3771,10382,city_159,0.843,Male,True,Part time course,Graduate,STEM,18,10000+,Pvt Ltd,1,50,False
3772,9691,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,17,10000+,Pvt Ltd,>4,94,False
3789,2440,city_116,0.743,Male,True,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,1,32,False
3801,23094,city_53,0.74,Male,True,Full time course,Graduate,STEM,11,10000+,Pvt Ltd,>4,32,False
3802,315,city_103,0.92,Male,False,no_enrollment,Masters,STEM,16,10000+,NGO,1,276,False
3822,29967,city_97,0.925,Female,True,no_enrollment,Graduate,STEM,19,1000-4999,,2,32,False
3850,33264,city_157,0.769,Male,True,no_enrollment,Masters,STEM,10,5000-9999,Pvt Ltd,2,28,False
3871,562,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,16,5000-9999,Pvt Ltd,1,300,False
3888,10402,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,12,10000+,Pvt Ltd,>4,134,False
3925,24175,city_141,0.763,,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,4,36,False
3930,13111,city_103,0.92,Female,True,no_enrollment,Graduate,STEM,>20,1000-4999,Public Sector,2,180,False
3940,24333,city_21,0.624,Male,True,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,>4,85,False
3941,31737,city_104,0.924,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,84,False
3965,18587,city_90,0.698,,True,,Masters,STEM,10,1000-4999,NGO,2,30,False
3975,11700,city_103,0.92,,True,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,131,False
3982,18255,city_89,0.925,Male,False,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,3,182,False
3983,173,city_16,0.91,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,45,False
3990,6589,city_83,0.923,Male,True,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,1,40,False
3996,13469,city_16,0.91,Male,True,Part time course,Graduate,STEM,12,1000-4999,Pvt Ltd,1,167,False
4005,9538,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,19,10000+,Pvt Ltd,>4,320,False
4007,13368,city_19,0.682,,True,,Graduate,STEM,>20,10000+,Pvt Ltd,1,86,False
4008,16275,city_76,0.698,Male,True,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,3,39,False
4031,19691,city_16,0.91,Male,True,no_enrollment,High School,,13,5000-9999,Public Sector,>4,52,False
4035,25428,city_104,0.924,,True,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,>4,4,False
4043,29028,city_103,0.92,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,2,98,False
4046,13653,city_21,0.624,,True,no_enrollment,Graduate,STEM,16,5000-9999,Pvt Ltd,4,92,False
4065,33138,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,2,60,False
4082,25091,city_71,0.884,Male,True,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,1,26,False
4087,26424,city_100,0.887,Male,False,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,4,23,False
4095,10747,city_100,0.887,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,18,False
4102,23821,city_133,0.742,Male,False,no_enrollment,Graduate,STEM,>20,10000+,NGO,>4,44,False
4108,24624,city_103,0.92,Male,True,no_enrollment,Masters,STEM,20,1000-4999,Pvt Ltd,1,212,False
4129,29788,city_103,0.92,Female,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,91,False
4130,16569,city_28,0.939,Male,False,Full time course,Graduate,STEM,14,10000+,Pvt Ltd,1,42,False
4154,28717,city_136,0.897,,True,no_enrollment,Graduate,STEM,11,5000-9999,Public Sector,2,12,False
4160,29094,city_104,0.924,Male,True,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,30,False
4175,19859,city_100,0.887,Male,False,no_enrollment,Masters,STEM,>20,1000-4999,Public Sector,>4,3,False
4185,15866,city_50,0.896,,True,no_enrollment,Masters,STEM,14,10000+,Pvt Ltd,>4,96,False
4195,21354,city_114,0.926,Male,False,no_enrollment,Phd,STEM,>20,1000-4999,Pvt Ltd,2,9,False
4196,17770,city_19,0.682,,True,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,1,41,False
4200,6042,city_103,0.92,Male,True,no_enrollment,Graduate,No Major,>20,1000-4999,NGO,>4,83,False
4201,22862,city_65,0.802,Male,True,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,>4,130,False
4204,28129,city_104,0.924,Female,True,no_enrollment,Masters,Other,18,1000-4999,Pvt Ltd,>4,150,False
4208,3285,city_102,0.804,Male,True,Full time course,High School,,10,5000-9999,,1,69,False
4218,13190,city_75,0.939,Female,True,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,3,84,False
4254,6228,city_41,0.827,Male,True,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,188,False
4281,9721,city_103,0.92,Male,True,no_enrollment,Masters,Arts,>20,1000-4999,NGO,>4,50,False
4293,9555,city_102,0.804,Male,True,no_enrollment,Graduate,STEM,>20,10000+,,4,55,False
4298,19959,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,14,5000-9999,Pvt Ltd,3,14,False
4299,28284,city_102,0.804,,True,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,1,76,False
4314,15245,city_103,0.92,,True,no_enrollment,Phd,STEM,20,10000+,Pvt Ltd,1,22,False
4326,28273,city_114,0.926,Male,True,no_enrollment,High School,,14,10000+,Pvt Ltd,>4,25,False
4343,19824,city_114,0.926,Male,True,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,>4,21,False
4346,4051,city_40,0.776,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,20,False
4359,25083,city_136,0.897,,True,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,4,96,False
4360,503,city_67,0.855,Male,True,Part time course,High School,,14,10000+,Pvt Ltd,4,53,False
4374,19920,city_114,0.926,Male,True,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,1,38,False
4379,19085,city_114,0.926,Male,True,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,1,9,False
4391,31058,city_103,0.92,Male,True,Full time course,Masters,STEM,15,1000-4999,Pvt Ltd,2,34,False
4407,24448,city_173,0.878,Male,True,no_enrollment,Masters,STEM,19,1000-4999,Pvt Ltd,>4,56,False
4414,6670,city_116,0.743,Male,True,Full time course,Masters,STEM,>20,1000-4999,Pvt Ltd,1,70,False
4421,21083,city_90,0.698,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,2,42,False
4432,3136,city_83,0.923,Male,False,no_enrollment,Graduate,STEM,14,1000-4999,Pvt Ltd,>4,84,False
4439,5656,city_50,0.896,Male,True,no_enrollment,Masters,STEM,13,1000-4999,Public Sector,>4,224,False
4444,2878,city_100,0.887,Male,True,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,never,53,False
4462,29856,city_83,0.923,Male,True,no_enrollment,Masters,Humanities,13,1000-4999,Pvt Ltd,1,46,False
4464,2916,city_104,0.924,Male,True,no_enrollment,Graduate,STEM,16,1000-4999,Pvt Ltd,2,32,False
4486,9724,city_103,0.92,Male,True,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,54,False
